transfer_type,transfer_key,map_id,map_name,landing_x,landing_y,source
mapbox,8,8,卧佛谷_2,1000,450,woc_mapbox_mapxy
mapbox,108,108,卧佛谷_3,1000,600,woc_mapbox_default
mapbox,109,109,卧佛谷_4,1000,600,woc_mapbox_default
mapbox,110,110,卧佛谷_5,1000,450,woc_mapbox_mapxy
mapbox,111,111,卧佛谷_6,1000,450,woc_mapbox_mapxy
mapbox,112,112,卧佛谷_7,1000,600,woc_mapbox_default
mapbox,116,116,卧佛谷_11,1000,600,woc_mapbox_default
mapbox,117,117,卧佛谷_12,1000,600,woc_mapbox_default
mapbox,118,118,卧佛谷_13,1000,600,woc_mapbox_default
mapbox,119,119,卧佛谷_14,1000,600,woc_mapbox_default
mapbox,120,120,卧佛谷_15,1000,600,woc_mapbox_default
mapbox,121,121,卧佛谷_16,1000,600,woc_mapbox_default
mapbox,122,122,黄风寨口,1000,600,woc_mapbox_default
mapbox,146,146,黄风寨_1,1000,600,woc_mapbox_default
mapbox,147,147,黄风寨_2,1000,600,woc_mapbox_default
mapbox,148,148,黄风寨_3,1000,600,woc_mapbox_default
mapbox,149,149,黄风寨_4,1000,600,woc_mapbox_default
mapbox,150,150,黄风寨_5,1000,600,woc_mapbox_default
mapbox,151,151,黄风寨_6,1000,600,woc_mapbox_default
mapbox,152,152,黄风寨_7,1000,600,woc_mapbox_default
mapbox,153,153,黄风寨_8,1000,600,woc_mapbox_default
mapbox,154,154,黄风寨_9,1000,600,woc_mapbox_default
mapbox,155,155,黄风寨_10,1000,600,woc_mapbox_default
mapbox,156,156,黄风寨_11,1000,600,woc_mapbox_default
mapbox,157,157,黄风寨_12,1000,600,woc_mapbox_default
mapbox,113,113,卧佛谷_8,1000,600,woc_mapbox_default
mapbox,114,114,卧佛谷_10,1000,600,woc_mapbox_default
mapbox,115,115,卧佛谷_9,1000,600,woc_mapbox_default
mapbox,31,31,平原_1,1000,600,woc_mapbox_default
mapbox,33,33,平原_2,1000,600,woc_mapbox_default
mapbox,34,34,平原_3,1000,600,woc_mapbox_default
mapbox,37,37,平原_6,1000,600,woc_mapbox_default
mapbox,38,38,平原_7,1000,600,woc_mapbox_default
mapbox,35,35,平原_4,1000,600,woc_mapbox_default
mapbox,36,36,平原_5,1000,600,woc_mapbox_default
mapbox,39,39,平原_8,1000,600,woc_mapbox_default
mapbox,45,45,广青镇_1,1000,600,woc_mapbox_default
mapbox,46,46,广青镇_2,1000,600,woc_mapbox_default
mapbox,47,47,广青镇_3,1000,600,woc_mapbox_default
mapbox,40,40,平原_9,1000,600,woc_mapbox_default
mapbox,41,41,平原_10,1000,600,woc_mapbox_default
mapbox,42,42,平原_11,1000,600,woc_mapbox_default
mapbox,43,43,平原_12,1000,600,woc_mapbox_default
mapbox,44,44,平原_13,1000,600,woc_mapbox_default
mapbox,48,48,平原_14,1000,600,woc_mapbox_default
mapbox,49,49,平原_15,1000,600,woc_mapbox_default
mapbox,50,50,平原_16,1000,600,woc_mapbox_default
mapbox,51,51,平原_17,1000,600,woc_mapbox_default
mapbox,52,52,平原_18,1000,600,woc_mapbox_default
mapbox,53,53,平原_19,1000,600,woc_mapbox_default
mapbox,54,54,平原_20,1000,600,woc_mapbox_default
mapbox,55,55,平原_21,1000,600,woc_mapbox_default
mapbox,104,104,平原_24,1000,600,woc_mapbox_default
mapbox,103,103,平原_23,1000,600,woc_mapbox_default
mapbox,102,102,平原_22,1000,600,woc_mapbox_default
mapbox,128,128,平原_26,1000,600,woc_mapbox_default
mapbox,129,129,平原_25,1000,600,woc_mapbox_default
mapbox,130,130,平原_27,1000,600,woc_mapbox_default
mapbox,158,158,狮虎窟_1,1000,600,woc_mapbox_default
mapbox,159,159,狮虎窟_2,1000,600,woc_mapbox_default
mapbox,160,160,狮虎窟_3,1000,600,woc_mapbox_default
mapbox,161,161,狮虎窟_4,1000,600,woc_mapbox_default
mapbox,162,162,狮虎窟_5,1000,600,woc_mapbox_default
mapbox,163,163,狮虎窟_6,1000,600,woc_mapbox_default
mapbox,164,164,狮虎窟_7,1000,600,woc_mapbox_default
mapbox,165,165,狮虎窟_8,1000,600,woc_mapbox_default
mapbox,166,166,狮虎窟_9,1000,600,woc_mapbox_default
mapbox,167,167,狮虎窟_10,1000,600,woc_mapbox_default
mapbox,206,206,一棵松,1000,600,woc_mapbox_default
mapbox,360,360,登峰阁,1000,600,woc_mapbox_default
handle,transp_0,3,涧庭村,825,624,captured_return
handle,transp_1,1,云隐村,820,451,captured_transport
handle,transp_2,2,大佛村,1000,600,captured_transport
handle,transp_4,4,云隐村口,1000,600,existing_transport
handle,transp_5,5,云隐村口_1,1000,450,woc_mapbox_mapxy
handle,transp_6,6,大佛村口,1000,600,woc_mapbox_default_existing_handle
handle,transp_9,9,云隐村口_2,1000,450,woc_mapbox_mapxy
handle,transp_10,10,涧庭村口,180,500,captured_transport
handle,transp_11,11,涧庭道_1,200,482,captured_transport
handle,transp_12,12,涧庭道_2,1000,450,woc_mapbox_mapxy
handle,transp_13,13,云隐山道_1,1000,600,existing_transport
handle,transp_14,14,云隐山道_2,1000,600,existing_transport
handle,transp_15,15,云隐山道_3,1000,300,woc_mapbox_mapxy
handle,transp_16,16,云隐山道_4,1000,300,woc_mapbox_mapxy
handle,transp_17,17,云隐山道_5,500,400,woc_mapbox_mapxy
handle,transp_18,18,飞仙崖,1000,600,existing_transport
handle,transp_19,19,树海_1,1000,600,existing_transport
handle,transp_20,20,树海_2,1000,600,existing_transport
handle,transp_21,21,树海_3,1000,600,existing_transport
handle,transp_22,22,树海_4,1000,600,existing_transport
handle,transp_23,23,树海_5,1000,600,existing_transport
handle,transp_24,24,树海_6,1000,600,existing_transport
handle,transp_25,25,树海_7,1000,600,existing_transport
handle,transp_26,26,树海_8,1000,600,existing_transport
handle,transp_27,27,树海_9,1000,600,existing_transport
handle,transp_28,28,树海_10,1000,600,existing_transport
handle,transp_29,29,树海_11,1000,600,existing_transport
handle,transp_30,30,树洞,500,550,woc_mapbox_mapxy
handle,transp_32,32,树海_13,1000,600,existing_transport
handle,transp_40,40,平原_9,1000,600,woc_mapbox_default_existing_handle
handle,transp_45,45,广青镇_1,1000,600,woc_mapbox_default_existing_handle
handle,transp_46,46,广青镇_2,1000,600,woc_mapbox_default_existing_handle
handle,transp_47,47,广青镇_3,1000,600,woc_mapbox_default_existing_handle
handle,transp_48,48,平原_14,1000,600,woc_mapbox_default_existing_handle
handle,transp_49,49,平原_15,2862,586,captured_transport
handle,transp_50,50,平原_16,131,423,captured_transport
handle,transp_51,51,平原_17,1000,600,woc_mapbox_default_existing_handle
handle,transp_52,52,平原_18,1000,600,woc_mapbox_default_existing_handle
handle,transp_55,55,平原_21,1000,600,woc_mapbox_default_existing_handle
handle,transp_79,79,黄泉路_1,2037,460,captured_underworld
handle,transp_80,80,黄泉路_2,2800,486,captured_underworld
handle,transp_81,81,黄泉路_3,2828,429,captured_underworld
handle,transp_82,82,奈何桥,2809,433,captured_underworld
handle,transp_83,83,重生台,2788,456,captured_underworld
handle,transp_121,121,卧佛谷_16,1000,600,woc_mapbox_default_existing_handle
handle,transp_122,122,黄风寨口,1000,600,woc_mapbox_default_existing_handle
handle,transp_146,146,黄风寨_1,1000,600,woc_mapbox_default_existing_handle
handle,transp_147,147,黄风寨_2,1000,600,woc_mapbox_default_existing_handle
handle,transp_148,148,黄风寨_3,1000,600,woc_mapbox_default_existing_handle
handle,transp_149,149,黄风寨_4,1000,600,woc_mapbox_default_existing_handle
handle,transp_150,150,黄风寨_5,1000,600,woc_mapbox_default_existing_handle
handle,transp_151,151,黄风寨_6,1000,600,woc_mapbox_default_existing_handle
handle,transp_152,152,黄风寨_7,1000,600,woc_mapbox_default_existing_handle
handle,transp_153,153,黄风寨_8,1000,600,woc_mapbox_default_existing_handle
handle,transp_154,154,黄风寨_9,1000,600,woc_mapbox_default_existing_handle
handle,transp_155,155,黄风寨_10,1000,600,woc_mapbox_default_existing_handle
handle,transp_156,156,黄风寨_11,1000,600,woc_mapbox_default_existing_handle
handle,transp_157,157,黄风寨_12,1000,600,woc_mapbox_default_existing_handle
spawn,1,1,云隐村,620,560,existing_initial_spawn
spawn,2,2,大佛村,1000,600,existing_spawn
spawn,3,3,涧庭村,825,624,captured_return_spawn
spawn,4,4,云隐村口,1000,600,existing_spawn
spawn,5,5,云隐村口_1,1000,450,woc_mapbox_mapxy
spawn,9,9,云隐村口_2,1000,450,woc_mapbox_mapxy
spawn,15,15,云隐山道_3,1000,300,woc_mapbox_mapxy
spawn,16,16,云隐山道_4,1000,300,woc_mapbox_mapxy
spawn,17,17,云隐山道_5,500,400,woc_mapbox_mapxy
spawn,30,30,树洞,500,550,woc_mapbox_mapxy
spawn,40,40,平原_9,1000,600,woc_mapbox_default
spawn,45,45,广青镇_1,1000,600,woc_mapbox_default
spawn,46,46,广青镇_2,1000,600,woc_mapbox_default
spawn,47,47,广青镇_3,1000,600,woc_mapbox_default
spawn,48,48,平原_14,1000,600,woc_mapbox_default
spawn,49,49,平原_15,2862,586,captured_transport
spawn,50,50,平原_16,131,423,captured_transport
spawn,52,52,平原_18,1000,600,woc_mapbox_default
spawn,79,79,黄泉路_1,2037,460,captured_underworld
spawn,80,80,黄泉路_2,2800,486,captured_underworld
spawn,81,81,黄泉路_3,2828,429,captured_underworld
spawn,82,82,奈何桥,2809,433,captured_underworld
spawn,83,83,重生台,2788,456,captured_underworld
role,transp_4,1,云隐村,3210,530,captured_transport_role
role,transp_6,2,大佛村,3000,500,captured_transport_role
role,transp_10,3,涧庭村,3566,522,captured_transport_role
role,transp_1,4,云隐村口,90,300,captured_transport_role
role,transp_5,4,云隐村口,2908,570,captured_transport_role
role,transp_4,5,云隐村口_1,75,419,captured_transport_role
role,transp_9,5,云隐村口_1,2827,518,captured_transport_role
role,transp_116,6,大佛村口,1213,300,captured_transport_role
role,transp_2,6,大佛村口,45,450,captured_transport_role
role,transp_7,6,大佛村口,2950,490,captured_transport_role
role,transp_13,9,云隐村口_2,1436,210,captured_transport_role
role,transp_19,9,云隐村口_2,2920,480,captured_transport_role
role,transp_5,9,云隐村口_2,75,512,captured_transport_role
role,transp_11,10,涧庭村口,2720,532,captured_transport_role
role,transp_3,10,涧庭村口,80,540,captured_transport_role
role,transp_10,11,涧庭道_1,90,520,captured_transport_role
role,transp_12,11,涧庭道_1,2920,532,captured_transport_role
role,transp_123,11,涧庭道_1,1900,160,captured_transport_role
role,transp_11,12,涧庭道_2,90,490,captured_transport_role
role,transp_84,12,涧庭道_2,2950,520,captured_transport_role
role,transp_31,33,平原_2,57,584,captured_transport_role
role,transp_34,33,平原_2,2950,624,captured_transport_role
role,transp_37,33,平原_2,1124,750,captured_transport_role
role,transp_104,34,平原_3,1234,472,captured_transport_role
role,transp_33,34,平原_3,57,564,captured_transport_role
role,transp_35,34,平原_3,2950,620,captured_transport_role
role,transp_38,34,平原_3,966,750,captured_transport_role
role,transp_34,35,平原_4,57,584,captured_transport_role
role,transp_36,35,平原_4,2950,620,captured_transport_role
role,transp_35,36,平原_5,57,584,captured_transport_role
role,transp_130,37,平原_6,40,560,captured_transport_role
role,transp_33,37,平原_6,435,470,captured_transport_role
role,transp_38,37,平原_6,2950,560,captured_transport_role
role,transp_41,37,平原_6,735,750,captured_transport_role
role,transp_34,38,平原_7,1770,400,captured_transport_role
role,transp_37,38,平原_7,60,544,captured_transport_role
role,transp_39,38,平原_7,2950,540,captured_transport_role
role,transp_42,38,平原_7,1070,700,captured_transport_role
role,transp_38,39,平原_8,57,534,captured_transport_role
role,transp_40,39,平原_8,2950,540,captured_transport_role
role,transp_43,39,平原_8,1060,724,captured_transport_role
role,transp_39,40,平原_9,57,554,captured_transport_role
role,transp_44,40,平原_9,970,750,captured_transport_role
role,transp_45,40,平原_9,2960,580,captured_transport_role
role,transp_37,41,平原_10,495,470,captured_transport_role
role,transp_42,41,平原_10,2950,580,captured_transport_role
role,transp_38,42,平原_11,1525,420,captured_transport_role
role,transp_41,42,平原_11,37,587,captured_transport_role
role,transp_43,42,平原_11,2950,580,captured_transport_role
role,transp_39,43,平原_12,800,442,captured_transport_role
role,transp_42,43,平原_12,50,580,captured_transport_role
role,transp_44,43,平原_12,2955,580,captured_transport_role
role,transp_40,44,平原_13,1927,430,captured_transport_role
role,transp_43,44,平原_13,47,584,captured_transport_role
role,transp_48,44,平原_13,2950,580,captured_transport_role
role,transp_40,45,广青镇_1,40,544,captured_transport_role
role,transp_46,45,广青镇_1,3460,580,captured_transport_role
role,transp_45,46,广青镇_2,40,564,captured_transport_role
role,transp_47,46,广青镇_2,3460,580,captured_transport_role
role,transp_48,46,广青镇_2,1720,730,captured_transport_role
role,transp_46,47,广青镇_3,40,564,captured_transport_role
role,transp_52,47,广青镇_3,3460,550,captured_transport_role
role,transp_44,48,平原_14,47,634,captured_transport_role
role,transp_46,48,平原_14,770,480,captured_transport_role
role,transp_49,48,平原_14,750,725,captured_transport_role
role,transp_51,48,平原_14,1450,630,captured_transport_role
role,transp_48,49,平原_15,180,464,captured_transport_role
role,transp_50,49,平原_15,2950,650,captured_transport_role
role,transp_49,50,平原_16,40,424,captured_transport_role
role,transp_51,50,平原_16,2647,424,captured_transport_role
role,transp_55,50,平原_16,2967,553,captured_transport_role
role,transp_48,51,平原_17,30,600,captured_transport_role
role,transp_50,51,平原_17,975,730,captured_transport_role
role,transp_52,51,平原_17,1880,464,captured_transport_role
role,transp_54,51,平原_17,2950,580,captured_transport_role
role,transp_47,52,平原_18,47,584,captured_transport_role
role,transp_51,52,平原_18,1971,730,captured_transport_role
role,transp_53,52,平原_18,2950,600,captured_transport_role
role,transp_51,54,平原_20,40,540,captured_transport_role
role,transp_53,54,平原_20,1758,470,captured_transport_role
role,transp_55,54,平原_20,2389,730,captured_transport_role
role,transp_80,79,黄泉路_1,60,524,captured_transport_role
role,transp_79,80,黄泉路_2,2940,524,captured_transport_role
role,transp_81,80,黄泉路_2,80,534,captured_transport_role
role,transp_80,81,黄泉路_3,2940,464,captured_transport_role
role,transp_82,81,黄泉路_3,75,464,captured_transport_role
role,transp_81,82,奈何桥,2940,464,captured_transport_role
role,transp_83,82,奈何桥,75,464,captured_transport_role
role,transp_0,83,重生台,341,363,captured_transport_role
role,transp_82,83,重生台,2930,480,captured_transport_role
role,transp_12,84,竹林_1,90,540,captured_transport_role
role,transp_85,84,竹林_1,2950,560,captured_transport_role
role,transp_84,85,竹林_2,90,540,captured_transport_role
role,transp_86,85,竹林_2,2950,560,captured_transport_role
role,transp_85,86,竹林_3,90,540,captured_transport_role
role,transp_87,86,竹林_3,2950,560,captured_transport_role
role,transp_97,86,竹林_3,1630,420,captured_transport_role
role,transp_86,87,竹林_4,90,540,captured_transport_role
role,transp_88,87,竹林_4,2680,720,captured_transport_role
role,transp_100,88,竹林_5,2950,560,captured_transport_role
role,transp_87,88,竹林_5,1600,430,captured_transport_role
role,transp_89,88,竹林_5,220,720,captured_transport_role
role,transp_88,89,竹林_6,2820,430,captured_transport_role
role,transp_90,89,竹林_6,70,550,captured_transport_role
role,transp_106,90,竹林_7,915,720,captured_transport_role
role,transp_89,90,竹林_7,2950,560,captured_transport_role
role,transp_91,90,竹林_7,70,550,captured_transport_role
role,transp_90,91,竹林_8,2950,560,captured_transport_role
role,transp_92,91,竹林_8,70,550,captured_transport_role
role,transp_86,97,竹林_10,1477,720,captured_transport_role
role,transp_98,97,竹林_10,2950,560,captured_transport_role
role,transp_100,101,竹林_14,90,540,captured_transport_role
role,transp_11,123,涧庭山道_1,2200,700,captured_transport_role
role,transp_124,123,涧庭山道_1,40,480,captured_transport_role
role,transp_123,124,涧庭山道_2,1940,570,captured_transport_role
role,transp_125,124,涧庭山道_2,40,320,captured_transport_role
role,transp_131,127,观瀑台,1020,300,captured_shuiliandong_transport_role
role,transp_132,131,水帘洞_1,2950,550,captured_shuiliandong_transport_role
role,transp_127,131,水帘洞_1,44,530,captured_shuiliandong_transport_role
role,transp_133,132,水帘洞_2,2450,550,captured_shuiliandong_transport_role
role,transp_131,132,水帘洞_2,44,530,captured_shuiliandong_transport_role
role,transp_132,133,水帘洞_3,44,530,captured_shuiliandong_transport_role
role,transp_137,133,水帘洞_3,2960,530,captured_shuiliandong_transport_role
role,transp_133,137,水帘洞_7,40,555,captured_shuiliandong_transport_role
role,transp_144,137,水帘洞_7,2960,570,captured_shuiliandong_transport_role
role,transp_141,140,水帘洞_10,2950,650,captured_shuiliandong_transport_role
role,transp_145,140,水帘洞_10,40,500,captured_shuiliandong_transport_role
role,transp_140,141,水帘洞_11,170,340,captured_shuiliandong_transport_role
role,transp_142,141,水帘洞_11,1800,720,captured_shuiliandong_transport_role
role,transp_141,142,水帘洞_12,2780,350,captured_shuiliandong_transport_role
role,transp_143,142,水帘洞_12,1909,720,captured_shuiliandong_transport_role
role,transp_142,143,水帘洞_13,220,350,captured_shuiliandong_transport_role
role,transp_127,143,水帘洞_13,2120,440,captured_shuiliandong_transport_role
role,transp_145,144,水帘洞_14,2800,720,captured_shuiliandong_transport_role
role,transp_137,144,水帘洞_14,44,530,captured_shuiliandong_transport_role
role,transp_140,145,水帘洞_15,2460,550,captured_shuiliandong_transport_role
role,transp_144,145,水帘洞_15,200,410,captured_shuiliandong_transport_role
role,transp_121,122,黄风寨口,1460,520,captured_huangfengzhai_transport_role
role,transp_146,122,黄风寨口,329,480,captured_huangfengzhai_fl_transport_role
role,transp_122,146,黄风寨_1,1950,488,captured_huangfengzhai_transport_role
role,transp_147,146,黄风寨_1,55,507,captured_huangfengzhai_transport_role
role,transp_152,146,黄风寨_1,409,185,captured_huangfengzhai_transport_role
role,transp_146,147,黄风寨_2,2964,529,captured_huangfengzhai_transport_role
role,transp_148,147,黄风寨_2,31,561,captured_huangfengzhai_transport_role
role,transp_147,148,黄风寨_3,1969,505,captured_huangfengzhai_transport_role
role,transp_149,148,黄风寨_3,424,379,captured_huangfengzhai_transport_role
role,transp_148,149,黄风寨_4,30,550,captured_huangfengzhai_transport_role
role,transp_150,149,黄风寨_4,2280,351,captured_huangfengzhai_transport_role
role,transp_149,150,黄风寨_5,1413,750,captured_huangfengzhai_transport_role
role,transp_151,150,黄风寨_5,2969,437,captured_huangfengzhai_transport_role
role,transp_153,150,黄风寨_5,151,273,captured_huangfengzhai_transport_role
role,transp_150,151,黄风寨_6,37,688,captured_huangfengzhai_transport_role
role,transp_152,151,黄风寨_6,2463,442,captured_huangfengzhai_transport_role
role,transp_146,152,黄风寨_7,2963,600,captured_huangfengzhai_transport_role
role,transp_151,152,黄风寨_7,37,588,captured_huangfengzhai_transport_role
role,transp_150,153,黄风寨_8,2869,444,captured_huangfengzhai_transport_role
role,transp_154,153,黄风寨_8,1401,706,captured_huangfengzhai_transport_role
role,transp_156,153,黄风寨_8,32,492,captured_huangfengzhai_transport_role
role,transp_153,154,黄风寨_9,2966,230,captured_huangfengzhai_transport_role
role,transp_155,154,黄风寨_9,37,513,captured_huangfengzhai_transport_role
role,transp_157,154,黄风寨_9,956,114,captured_huangfengzhai_transport_role
role,transp_122,155,黄风寨_10,158,455,captured_huangfengzhai_fl_transport_role
role,transp_154,155,黄风寨_10,1941,556,captured_huangfengzhai_transport_role
role,transp_153,156,黄风寨_11,2466,494,captured_huangfengzhai_transport_role
role,transp_157,156,黄风寨_11,31,509,captured_huangfengzhai_transport_role
role,transp_154,157,黄风寨_12,185,720,captured_huangfengzhai_transport_role
role,transp_156,157,黄风寨_12,2963,515,captured_huangfengzhai_transport_role
mapbox,64,64,飞仙洞_1,1000,600,woc_mapbox_default
mapbox,65,65,飞仙洞_2,1000,600,woc_mapbox_default
mapbox,66,66,飞仙洞_3,1000,600,woc_mapbox_default
mapbox,67,67,飞仙洞_4,1000,600,woc_mapbox_default
mapbox,68,68,飞仙洞_5,1000,600,woc_mapbox_default
mapbox,69,69,飞仙洞_6,1000,600,woc_mapbox_default
mapbox,70,70,飞仙洞_7,1000,600,woc_mapbox_default
mapbox,71,71,飞仙洞_8,1000,600,woc_mapbox_default
mapbox,72,72,飞仙洞_9,1000,600,woc_mapbox_default
mapbox,73,73,飞仙洞_10,1000,600,woc_mapbox_default
mapbox,74,74,飞仙洞_11,1000,600,woc_mapbox_default
mapbox,75,75,飞仙洞_12,1000,600,woc_mapbox_default
mapbox,76,76,飞仙洞_13,1000,600,woc_mapbox_default
mapbox,77,77,飞仙洞_14,1000,600,woc_mapbox_default
mapbox,78,78,飞仙洞_15,1000,600,woc_mapbox_default
mapbox,187,187,牧原镇_1,1000,600,woc_mapbox_default
mapbox,188,188,牧原镇_2,1000,600,woc_mapbox_default
mapbox,189,189,牧原镇_3,1000,600,woc_mapbox_default
mapbox,190,190,乌梁营地_1,1000,600,woc_mapbox_default
mapbox,191,191,乌梁营地_2,1000,600,woc_mapbox_default
mapbox,192,192,妖之森_1,1000,600,woc_mapbox_default
mapbox,193,193,妖之森_2,1000,600,woc_mapbox_default
mapbox,194,194,妖之森_3,1000,600,woc_mapbox_default
mapbox,195,195,妖之森_4,1000,600,woc_mapbox_default
mapbox,196,196,妖之森_5,1000,600,woc_mapbox_default
mapbox,197,197,妖之森_6,1000,600,woc_mapbox_default
mapbox,198,198,妖之森_7,1000,600,woc_mapbox_default
mapbox,199,199,妖之森_8,1000,600,woc_mapbox_default
mapbox,200,200,妖之森_9,1000,600,woc_mapbox_default
mapbox,201,201,妖之森_10,1000,600,woc_mapbox_default
mapbox,202,202,妖之森_11,1000,600,woc_mapbox_default
mapbox,203,203,雷兽神坛,1000,600,woc_mapbox_default
mapbox,204,204,妖之森_13,1000,600,woc_mapbox_default
mapbox,205,205,妖之森_14,1000,600,woc_mapbox_default
mapbox,207,207,草坝_1,1000,600,woc_mapbox_default
mapbox,208,208,草坝_2,1000,600,woc_mapbox_default
mapbox,209,209,草坝_3,1000,600,woc_mapbox_default
mapbox,210,210,草坝_4,1000,600,woc_mapbox_default
mapbox,211,211,草坝_5,1000,600,woc_mapbox_default
mapbox,212,212,草坝_6,1000,600,woc_mapbox_default
mapbox,213,213,草坝_7,1000,600,woc_mapbox_default
mapbox,214,214,草坝_8,1000,600,woc_mapbox_default
mapbox,215,215,草坝_9,1000,600,woc_mapbox_default
mapbox,216,216,草坝_11,1000,600,woc_mapbox_default
mapbox,217,217,草坝_10,1000,600,woc_mapbox_default
mapbox,218,218,草坝_12,1000,600,woc_mapbox_default
mapbox,219,219,草坝_13,1000,600,woc_mapbox_default
mapbox,220,220,草坝_14,1000,600,woc_mapbox_default
mapbox,221,221,草坝_15,1000,600,woc_mapbox_default
mapbox,222,222,草坝_16,1000,600,woc_mapbox_default
mapbox,223,223,画皮寨_1,1000,600,woc_mapbox_default
role,transp_18,64,,40,431,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_65,64,,950,430,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_64,65,,45,454,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_66,65,,1250,500,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_65,66,,45,454,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_67,66,,1450,500,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_66,67,,45,494,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_68,67,,1550,470,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_67,68,,45,494,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_69,68,,1380,354,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_70,68,,1950,580,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_68,69,,45,514,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_71,69,,2450,440,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_69,71,,45,424,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_73,71,,2750,600,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_70,72,,45,584,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
role,transp_73,72,,2405,423,20260605_230911_564_session_21960/20260605_230922_544_conn_0002/server-to-client-0001.bin
