map_id,name,xml_url,default_spawn_x,default_spawn_y,supports_transfer_in
155,黄风寨_10,xml/155.xml,1000,600,true
156,黄风寨_11,xml/156.xml,1000,600,true
157,黄风寨_12,xml/157.xml,1000,600,true
158,狮虎窟_1,xml/158.xml,1000,600,true
159,狮虎窟_2,xml/159.xml,1000,600,true
160,狮虎窟_3,xml/160.xml,1000,600,true
161,狮虎窟_4,xml/161.xml,1000,600,true
162,狮虎窟_5,xml/162.xml,1000,600,true
163,狮虎窟_6,xml/163.xml,1000,600,true
164,狮虎窟_7,xml/164.xml,1000,600,true
165,狮虎窟_8,xml/165.xml,1000,600,true
166,狮虎窟_9,xml/166.xml,1000,600,true
167,狮虎窟_10,xml/167.xml,1000,600,true
168,白源镇_1,xml/168.xml,1000,600,true
169,白源镇_2,xml/169.xml,1000,600,true
170,白源镇_3,xml/170.xml,1000,600,true
171,沼泽_9,xml/171.xml,1000,600,true
172,沼泽_10,xml/172.xml,1000,600,true
173,沼泽_11,xml/173.xml,1000,600,true
174,沼泽_12,xml/174.xml,1000,600,true
175,沼泽_13,xml/175.xml,1000,600,true
176,沼泽_14,xml/176.xml,1000,600,true
177,沼泽_15,xml/177.xml,1000,600,true
178,沼泽_16,xml/178.xml,1000,600,true
179,葬龙潭_1,xml/179.xml,1000,600,true
180,葬龙潭_2,xml/180.xml,1000,600,true
181,葬龙潭_3,xml/181.xml,1000,600,true
182,葬龙潭_4,xml/182.xml,1000,600,true
183,葬龙潭_5,xml/183.xml,1000,600,true
184,葬龙潭_6,xml/184.xml,1000,600,true
185,葬龙潭_7,xml/185.xml,1000,600,true
186,葬龙潭_8,xml/186.xml,1000,600,true
187,牧原镇_1,xml/187.xml,1000,600,true
188,牧原镇_2,xml/188.xml,1000,600,true
189,牧原镇_3,xml/189.xml,1000,600,true
190,乌梁营地_1,xml/190.xml,1000,600,true
191,乌梁营地_2,xml/191.xml,1000,600,true
192,妖之森_1,xml/192.xml,1000,600,true
193,妖之森_2,xml/193.xml,1000,600,true
194,妖之森_3,xml/194.xml,1000,600,true
195,妖之森_4,xml/195.xml,1000,600,true
196,妖之森_5,xml/196.xml,1000,600,true
197,妖之森_6,xml/197.xml,1000,600,true
198,妖之森_7,xml/198.xml,1000,600,true
199,妖之森_8,xml/199.xml,1000,600,true
200,妖之森_9,xml/200.xml,1000,600,true
201,妖之森_10,xml/201.xml,1000,600,true
202,妖之森_11,xml/202.xml,1000,600,true
203,雷兽神坛,xml/203.xml,1000,600,true
204,妖之森_13,xml/204.xml,1000,600,true
205,妖之森_14,xml/205.xml,1000,600,true
206,一棵松,xml/206.xml,1000,600,true
207,草坝_1,xml/207.xml,1000,600,true
208,草坝_2,xml/208.xml,1000,600,true
209,草坝_3,xml/209.xml,1000,600,true
210,草坝_4,xml/210.xml,1000,600,true
211,草坝_5,xml/211.xml,1000,600,true
212,草坝_6,xml/212.xml,1000,600,true
213,草坝_7,xml/213.xml,1000,600,true
214,草坝_8,xml/214.xml,1000,600,true
215,草坝_9,xml/215.xml,1000,600,true
216,草坝_11,xml/216.xml,1000,600,true
217,草坝_10,xml/217.xml,1000,600,true
218,草坝_12,xml/218.xml,1000,600,true
219,草坝_13,xml/219.xml,1000,600,true
220,草坝_14,xml/220.xml,1000,600,true
221,草坝_15,xml/221.xml,1000,600,true
222,草坝_16,xml/222.xml,1000,600,true
223,画皮寨_1,xml/223.xml,1000,600,true
224,画皮寨_2,xml/224.xml,1000,600,true
225,画皮寨_3,xml/225.xml,1000,600,true
226,画皮寨_4,xml/226.xml,1000,600,true
227,画皮寨_5,xml/227.xml,1000,600,true
228,画皮寨_6,xml/228.xml,1000,600,true
229,画皮寨_7,xml/229.xml,1000,600,true
230,画皮寨_8,xml/230.xml,1000,600,true
231,画皮寨_9,xml/231.xml,1000,600,true
232,画皮寨_10,xml/232.xml,1000,600,true
233,画皮寨_11,xml/233.xml,1000,600,true
234,画皮寨_12,xml/234.xml,1000,600,true
235,一柱山_1,xml/235.xml,1000,600,true
236,一柱山_2,xml/236.xml,1000,600,true
237,一柱山_3,xml/237.xml,1000,600,true
238,一柱山_4,xml/238.xml,1000,600,true
239,灵霞村_1,xml/239.xml,1000,600,true
240,灵霞村_2,xml/240.xml,1000,600,true
241,一柱山_5,xml/241.xml,1000,600,true
242,一柱山_6,xml/242.xml,1000,600,true
243,一柱山_7,xml/243.xml,1000,600,true
244,一柱山_8,xml/244.xml,1000,600,true
245,一柱山_9,xml/245.xml,1000,600,true
246,一柱山_10,xml/246.xml,1000,600,true
247,二柱山_1,xml/247.xml,1000,600,true
248,二柱山_2,xml/248.xml,1000,600,true
249,二柱山_3,xml/249.xml,1000,600,true
250,二柱山_7,xml/250.xml,1000,600,true
251,二柱山_8,xml/251.xml,1000,600,true
252,二柱山_4,xml/252.xml,1000,600,true
253,二柱山_5,xml/253.xml,1000,600,true
254,二柱山_6,xml/254.xml,1000,600,true
255,二柱山_9,xml/255.xml,1000,600,true
256,二柱山_10,xml/256.xml,1000,600,true
257,三柱山_1,xml/257.xml,1000,600,true
258,三柱山_2,xml/258.xml,1000,600,true
259,三柱山_3,xml/259.xml,1000,600,true
260,三柱山_4,xml/260.xml,1000,600,true
261,三柱山_5,xml/261.xml,1000,600,true
262,三柱山_6,xml/262.xml,1000,600,true
263,三柱山_7,xml/263.xml,1000,600,true
264,三柱山_8,xml/264.xml,1000,600,true
265,三柱山_9,xml/265.xml,1000,600,true
266,四柱山_1,xml/266.xml,1000,600,true
267,四柱山_2,xml/267.xml,1000,600,true
268,四柱山_3,xml/268.xml,1000,600,true
269,四柱山_4,xml/269.xml,1000,600,true
270,四柱山_5,xml/270.xml,1000,600,true
271,四柱山_6,xml/271.xml,1000,600,true
272,四柱山_7,xml/272.xml,1000,600,true
273,四柱山_8,xml/273.xml,1000,600,true
274,五柱山_1,xml/274.xml,1000,600,true
275,五柱山_2,xml/275.xml,1000,600,true
276,五柱山_3,xml/276.xml,1000,600,true
277,五柱山_4,xml/277.xml,1000,600,true
278,五柱山_5,xml/278.xml,1000,600,true
279,五柱山_6,xml/279.xml,1000,600,true
280,五柱山_7,xml/280.xml,1000,600,true
281,五柱山_8,xml/281.xml,1000,600,true
282,六柱山_1,xml/282.xml,1000,600,true
283,六柱山_2,xml/283.xml,1000,600,true
284,六柱山_7,xml/284.xml,1000,600,true
285,六柱山_3,xml/285.xml,1000,600,true
286,六柱山_8,xml/286.xml,1000,600,true
287,六柱山_9,xml/287.xml,1000,600,true
288,六柱山_10,xml/288.xml,1000,600,true
289,断岩桥_1,xml/289.xml,1000,600,true
290,断岩桥_2,xml/290.xml,1000,600,true
291,断岩桥_3,xml/291.xml,1000,600,true
292,云帝陵_4,xml/292.xml,1000,600,true
293,云帝陵_5,xml/293.xml,1000,600,true
294,云帝陵_6,xml/294.xml,1000,600,true
295,云帝陵_7,xml/295.xml,1000,600,true
296,云帝陵_8,xml/296.xml,1000,600,true
297,困兽岩_1,xml/297.xml,1000,600,true
298,困兽岩_2,xml/298.xml,1000,600,true
299,困兽岩_3,xml/299.xml,1000,600,true
300,困兽岩_4,xml/300.xml,1000,600,true
301,困兽岩_5,xml/301.xml,1000,600,true
302,困兽岩_6,xml/302.xml,1000,600,true
303,困兽岩_7,xml/303.xml,1000,600,true
304,困兽岩_8,xml/304.xml,1000,600,true
305,困兽岩_9,xml/305.xml,1000,600,true
306,困兽岩_10,xml/306.xml,1000,600,true
307,困兽岩_11,xml/307.xml,1000,600,true
308,困兽岩_12,xml/308.xml,1000,600,true
309,困兽岩_13,xml/309.xml,1000,600,true
310,困兽岩_14,xml/310.xml,1000,600,true
311,困兽岩_15,xml/311.xml,1000,600,true
312,清霄营地_1,xml/312.xml,1000,600,true
313,清霄营地_2,xml/313.xml,1000,600,true
314,雾岭_1,xml/314.xml,1000,600,true
315,雾岭_2,xml/315.xml,1000,600,true
316,雾岭_3,xml/316.xml,1000,600,true
317,雾岭_4,xml/317.xml,1000,600,true
318,雾岭_5,xml/318.xml,1000,600,true
319,雾岭_6,xml/319.xml,1000,600,true
320,雾岭_7,xml/320.xml,1000,600,true
321,雾岭_8,xml/321.xml,1000,600,true
322,雾岭_9,xml/322.xml,1000,600,true
323,雾岭_10,xml/323.xml,1000,600,true
324,吉祥圣地_1,xml/324.xml,1000,600,true
325,雾岭_11,xml/325.xml,1000,600,true
326,雾岭_12,xml/326.xml,1000,600,true
327,雾岭_13,xml/327.xml,1000,600,true
328,雾岭_14,xml/328.xml,1000,600,true
329,雾岭_15,xml/329.xml,1000,600,true
330,雾岭遗迹_1,xml/330.xml,1000,600,true
331,雾岭遗迹_2,xml/331.xml,1000,600,true
332,雾岭遗迹_3,xml/332.xml,1000,600,true
333,雾岭遗迹_4,xml/333.xml,1000,600,true
334,雾岭遗迹_5,xml/334.xml,1000,600,true
335,雾岭遗迹_8,xml/335.xml,1000,600,true
336,雾岭遗迹_9,xml/336.xml,1000,600,true
337,迷冢_8,xml/337.xml,1000,600,true
338,雾岭遗迹_10,xml/338.xml,1000,600,true
339,雾岭遗迹_11,xml/339.xml,1000,600,true
340,雾岭遗迹_12,xml/340.xml,1000,600,true
341,雾岭遗迹_13,xml/341.xml,1000,600,true
342,清霄城_1,xml/342.xml,1000,600,true
343,清霄城_2,xml/343.xml,1000,600,true
344,清霄城_3,xml/344.xml,1000,600,true
345,清霄城_4,xml/345.xml,1000,600,true
346,清霄城_5,xml/346.xml,1000,600,true
347,清霄城_6,xml/347.xml,1000,600,true
348,清霄城_7,xml/348.xml,1000,600,true
349,清霄城_8,xml/349.xml,1000,600,true
350,清霄城_9,xml/350.xml,1000,600,true
351,清霄城_10,xml/351.xml,1000,600,true
352,清霄城_11,xml/352.xml,1000,600,true
353,清霄城_12,xml/353.xml,1000,600,true
354,清霄城_13,xml/354.xml,1000,600,true
355,清霄城_14,xml/355.xml,1000,600,true
356,清霄城_15,xml/356.xml,1000,600,true
357,清霄城门口,xml/357.xml,1000,600,true
358,吉祥圣地_2,xml/358.xml,1000,600,true
359,吉祥圣地_3,xml/359.xml,1000,600,true
360,登峰阁,xml/360.xml,1000,600,true
361,步云道_1,xml/361.xml,1000,600,true
362,步云道_2,xml/362.xml,1000,600,true
363,步云道_3,xml/363.xml,1000,600,true
364,步云道_4,xml/364.xml,1000,600,true
365,步云道_5,xml/365.xml,1000,600,true
366,步云道_6,xml/366.xml,1000,600,true
367,步云道_7,xml/367.xml,1000,600,true
368,步云道_8,xml/368.xml,1000,600,true
369,步云道_9,xml/369.xml,1000,600,true
370,步云道_10,xml/370.xml,1000,600,true
371,步云道_11,xml/371.xml,1000,600,true
372,步云道_12,xml/372.xml,1000,600,true
373,步云道_13,xml/373.xml,1000,600,true
374,步云道_14,xml/374.xml,1000,600,true
375,步云道_15,xml/375.xml,1000,600,true
376,步云道_16,xml/376.xml,1000,600,true
377,擎天宫_1,xml/377.xml,1000,600,true
378,擎天宫_2,xml/378.xml,1000,600,true
379,擎天宫_3,xml/379.xml,1000,600,true
380,诡腾寨_1,xml/380.xml,1000,600,true
381,升天阁_2,xml/381.xml,1000,600,true
382,升天阁_1,xml/382.xml,1000,600,true
383,升天阁_3,xml/383.xml,1000,600,true
384,升天阁_4,xml/384.xml,1000,600,true
385,升天阁_5,xml/385.xml,1000,600,true
386,升天阁_6,xml/386.xml,1000,600,true
387,升天阁_8,xml/387.xml,1000,600,true
388,升天阁_13,xml/388.xml,1000,600,true
389,升天阁_10,xml/389.xml,1000,600,true
390,升天阁_7,xml/390.xml,1000,600,true
391,升天阁_12,xml/391.xml,1000,600,true
392,升天阁_14,xml/392.xml,1000,600,true
393,升天阁_9,xml/393.xml,1000,600,true
394,升天阁_11,xml/394.xml,1000,600,true
395,升天阁_15,xml/395.xml,1000,600,true
396,百兽岭,xml/396.xml,1000,600,true
397,迷魂冢,xml/397.xml,1000,600,true
398,冽风崖,xml/398.xml,1000,600,true
399,万虫洞,xml/399.xml,1000,600,true
400,诛妖洞_1,xml/400.xml,1000,600,true
401,诛妖洞_2,xml/401.xml,1000,600,true
402,诛妖洞_3,xml/402.xml,1000,600,true
403,诛妖洞_4,xml/403.xml,1000,600,true
404,回音谷_1,xml/404.xml,1000,600,true
405,回音谷_2,xml/405.xml,1000,600,true
406,回音谷_3,xml/406.xml,1000,600,true
407,回音谷_4,xml/407.xml,1000,600,true
408,回音谷_5,xml/408.xml,1000,600,true
409,回音谷_6,xml/409.xml,1000,600,true
410,回音谷_7,xml/410.xml,1000,600,true
411,回音谷_8,xml/411.xml,1000,600,true
412,回音谷_9,xml/412.xml,1000,600,true
413,回音谷_10,xml/413.xml,1000,600,true
414,回音谷_11,xml/414.xml,1000,600,true
415,回音谷_12,xml/415.xml,1000,600,true
416,回音谷_13,xml/416.xml,1000,600,true
417,回音谷_14,xml/417.xml,1000,600,true
418,回音谷_15,xml/418.xml,1000,600,true
419,悬底洞,xml/419.xml,1000,600,true
420,玉镜湖_1,xml/420.xml,1000,600,true
421,玉镜湖_2,xml/421.xml,1000,600,true
422,玉镜湖_3,xml/422.xml,1000,600,true
423,玉镜湖_4,xml/423.xml,1000,600,true
424,玉镜湖_5,xml/424.xml,1000,600,true
425,玉镜湖_6,xml/425.xml,1000,600,true
426,玉镜湖_7,xml/426.xml,1000,600,true
427,玉镜湖_8,xml/427.xml,1000,600,true
428,玉镜湖_9,xml/428.xml,1000,600,true
429,玉镜湖_10,xml/429.xml,1000,600,true
430,玉镜湖_11,xml/430.xml,1000,600,true
431,玉镜湖_12,xml/431.xml,1000,600,true
432,日月窟,xml/432.xml,1000,600,true
433,神机营_1,xml/433.xml,1000,600,true
434,神机营_2,xml/434.xml,1000,600,true
435,神机营_3,xml/435.xml,1000,600,true
436,迷迭谷,xml/436.xml,1000,600,true
437,飞禽洞,xml/437.xml,1000,600,true
438,扬名亭,xml/438.xml,1000,600,true
439,幻象楼,xml/439.xml,1000,600,true
440,万剑峡_1,xml/440.xml,1000,600,true
441,万剑峡_2,xml/441.xml,1000,600,true
442,万剑峡_3,xml/442.xml,1000,600,true
443,万剑峡_4,xml/443.xml,1000,600,true
444,万剑峡_5,xml/444.xml,1000,600,true
445,冒险谷,xml/445.xml,1000,600,true
446,冒险谷_秘密宝库,xml/446.xml,1000,600,true
447,幽冥剑窟,xml/447.xml,1000,600,true
448,,xml/448.xml,1000,600,true
449,,xml/449.xml,1000,600,true
450,,xml/450.xml,1000,600,true
451,,xml/451.xml,1000,600,true
452,,xml/452.xml,1000,600,true
453,,xml/453.xml,1000,600,true
454,,xml/454.xml,1000,600,true
455,邪寇林,xml/455.xml,1000,600,true
456,藏宝阁_1,xml/456.xml,1000,600,true
457,迷离渊_1,xml/457.xml,1000,600,true
458,迷离渊_2,xml/458.xml,1000,600,true
459,迷离渊_3,xml/459.xml,1000,600,true
460,迷离渊_4,xml/460.xml,1000,600,true
461,迷离渊_5,xml/461.xml,1000,600,true
462,迷离渊_6,xml/462.xml,1000,600,true
463,迷离渊_7,xml/463.xml,1000,600,true
464,迷离渊_8,xml/464.xml,1000,600,true
465,迷离渊_9,xml/465.xml,1000,600,true
466,迷离渊_10,xml/466.xml,1000,600,true
467,迷离渊_11,xml/467.xml,1000,600,true
468,迷离渊_12,xml/468.xml,1000,600,true
469,迷离渊_13,xml/469.xml,1000,600,true
470,迷离渊_14,xml/470.xml,1000,600,true
471,迷离渊_15,xml/471.xml,1000,600,true
472,雷霆剑冢,xml/472.xml,1000,600,true
473,藏宝阁_2,xml/473.xml,1000,600,true
474,藏宝阁_3,xml/474.xml,1000,600,true
475,万剑峡_6,xml/475.xml,1000,600,true
476,万剑峡_7,xml/476.xml,1000,600,true
477,万剑峡_8,xml/477.xml,1000,600,true
478,万剑峡_12,xml/478.xml,1000,600,true
479,万剑峡_11,xml/479.xml,1000,600,true
480,万剑峡_10,xml/480.xml,1000,600,true
481,万剑峡_9,xml/481.xml,1000,600,true
482,常夏城_1,xml/482.xml,1000,600,true
483,常夏城_2,xml/483.xml,1000,600,true
484,常夏城_3,xml/484.xml,1000,600,true
