map_id,map_name,handle,name,display_url,level,vocation,max_hp,max_mp,speed,attack,defense,command_label,damage_defense_type,queue_index_team,queue_index_enemy,source,encounter_handles
137,水帘洞_4,4893205982271973,剑术蛤蟆,monstermap/swordpanda.swf,15,战士,640,280,130,170,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-144-2768206074548639;visible-144-2770206074548423;visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510; baseline attack=163; local policy, not an original-server Attack claim",
137,水帘洞_4,4895205982272135,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim",
137,水帘洞_4,4897205982273653,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim",
137,水帘洞_4,4899205982273477,法术蛤蟆,monstermap/magicpanda.swf,16,术士,510,490,130,209,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=202; local policy, not an original-server Attack claim",
140,水帘洞_7,8424206376338175,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim",
140,水帘洞_7,8426206376339691,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim",
140,水帘洞_7,8428206376340510,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=151.500; baseline attack=146; local policy, not an original-server Attack claim",
140,水帘洞_7,8430206376341780,武斗蛤蟆,monstermap/kongfupanda.swf,17,游侠,590,364,130,145,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=144.500; baseline attack=140; local policy, not an original-server Attack claim",
140,水帘洞_7,8432206376342756,武斗蛤蟆,monstermap/kongfupanda.swf,17,游侠,590,364,130,145,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=144.500; baseline attack=140; local policy, not an original-server Attack claim",
141,水帘洞_8,4710206556985181,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4710206556985181;4712206556985489
141,水帘洞_8,4712206556985489,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4710206556985181;4712206556985489
141,水帘洞_8,4714206556986370,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4714206556986370;4716206556987104
141,水帘洞_8,4716206556987104,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4714206556986370;4716206556987104
141,水帘洞_8,4718206556987620,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4718206556987620;4720206556988825
141,水帘洞_8,4720206556988825,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,152,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-140-8424206376338175;visible-140-8426206376339691;visible-140-8428206376340510;visible-142-9556206735436383;visible-142-9558206735437433; baseline attack=146; local policy, not an original-server Attack claim",4718206556987620;4720206556988825
142,水帘洞_9,9556206735436383,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim",9556206735436383;9558206735437433
142,水帘洞_9,9558206735437433,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim",9556206735436383;9558206735437433
142,水帘洞_9,9560206735437619,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim",
142,水帘洞_9,9562206735438199,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim",
142,水帘洞_9,9564206735439303,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-143-5166206909805441;visible-143-5168206909805631;visible-143-5170206909806155;visible-145-2894206197340572;visible-145-2896206197341225; baseline attack=143; local policy, not an original-server Attack claim",
142,水帘洞_9,9566206735440658,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim",9566206735440658;9568206735440182
142,水帘洞_9,9568206735440182,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,134,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=7, resolved p50=133.500; baseline attack=129; local policy, not an original-server Attack claim",9566206735440658;9568206735440182
143,水帘洞_10,5166206909805441,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",
143,水帘洞_10,5168206909805631,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",5168206909805631;5170206909806155;5176206909809579
143,水帘洞_10,5170206909806155,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,148,0,法术普通攻击,magic,1,4,"local half-defense full rerun: strict normal half-defense n=2, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",5168206909805631;5170206909806155;5176206909809579
143,水帘洞_10,5172206909807859,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,750,280,130,121,0,普通攻击,direct,1,4,20260531_124707_399_conn_0002#createRole+cell+hp-delta,5172206909807859;5174206909807286
143,水帘洞_10,5174206909807286,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,750,280,130,121,0,普通攻击,direct,1,4,20260531_124707_399_conn_0002#createRole+cell+hp-delta,5172206909807859;5174206909807286
143,水帘洞_10,5176206909809579,蛤蟆精,monstermap/cracktoad.swf,20,游侠++,1500,564,130,168,0,普通攻击,physical,1,4,"local half-defense full rerun: same defense type inherited ratio from wild-56-1879687900196574;wild-51-bigswordwolf-lv21;wild-52-1478600550966619;visible-75-8110675527789273;visible-75-8130675527791587; baseline attack=162; local policy, not an original-server Attack claim",5168206909805631;5170206909806155;5176206909809579
144,水帘洞_5,2762206074545916,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",2762206074545916;2764206074546810;2766206074547838
144,水帘洞_5,2764206074546810,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",2762206074545916;2764206074546810;2766206074547838
144,水帘洞_5,2766206074547838,武斗蛤蟆,monstermap/kongfupanda.swf,16,游侠,570,364,130,148,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=147.500; baseline attack=143; local policy, not an original-server Attack claim",2762206074545916;2764206074546810;2766206074547838
144,水帘洞_5,2768206074548639,剑术蛤蟆,monstermap/swordpanda.swf,17,战士,708,204,130,189,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=189.000; baseline attack=183; local policy, not an original-server Attack claim",
144,水帘洞_5,2770206074548423,剑术蛤蟆,monstermap/swordpanda.swf,17,战士,708,204,130,189,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=189.000; baseline attack=183; local policy, not an original-server Attack claim",
145,水帘洞_6,2890206197338884,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim",2890206197338884;2892206197339825
145,水帘洞_6,2892206197339825,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim",2890206197338884;2892206197339825
145,水帘洞_6,2894206197340572,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,121,0,法术普通攻击,magic,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=120.500; baseline attack=116; local policy, not an original-server Attack claim",
145,水帘洞_6,2896206197341225,法术蛤蟆,monstermap/magicpanda.swf,17,术士,510,490,130,121,0,法术普通攻击,magic,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=120.500; baseline attack=116; local policy, not an original-server Attack claim",
145,水帘洞_6,2898206197342379,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim",
145,水帘洞_6,2900206197343711,剑术蛤蟆,monstermap/swordpanda.swf,18,战士,650,280,130,150,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=150.000; baseline attack=145; local policy, not an original-server Attack claim",
146,黄风寨_1,6887685480585492,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim",
146,黄风寨_1,6889685480586263,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim",
146,黄风寨_1,6891685480586720,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim",
146,黄风寨_1,6893685480587444,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,156,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=156.000; baseline attack=151; local policy, not an original-server Attack claim",
147,黄风寨_2,7633284548716137,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim",
147,黄风寨_2,7635284548716728,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim",
147,黄风寨_2,7637284548717286,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim",
147,黄风寨_2,7639284548717945,蛮族刀客,monstermap/barbarianweapons.swf,12,战士,520,214,130,136,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=135.500; baseline attack=131; local policy, not an original-server Attack claim",
148,黄风寨_3,1060685893848234,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim",
148,黄风寨_3,1062685893848980,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim",
148,黄风寨_3,1064685893849658,蛮族刀客,monstermap/barbarianweapons.swf,13,战士,530,224,130,143,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=4, resolved p50=142.500; baseline attack=138; local policy, not an original-server Attack claim",
148,黄风寨_3,1066685893850755,蛮族刀客,monstermap/barbarianweapons.swf,13,战士,530,224,130,143,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=4, resolved p50=142.500; baseline attack=138; local policy, not an original-server Attack claim",
148,黄风寨_3,1068685893850410,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim",
148,黄风寨_3,1070685893851339,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=6, resolved p50=154.500; baseline attack=149; local policy, not an original-server Attack claim",
149,黄风寨_4,3206685759634939,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim",
149,黄风寨_4,3208685759635236,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim",
149,黄风寨_4,3210685759635176,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim",
149,黄风寨_4,3212685759636247,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,120,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=3, resolved p50=119.500; baseline attack=115; local policy, not an original-server Attack claim",
149,黄风寨_4,3214685759637760,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim",
149,黄风寨_4,3216685759637116,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim",
149,黄风寨_4,3218685759638239,黄风二寨主,monstermap/hfscastellan.swf,19,战士++,1200,564,130,166,0,普通攻击,physical,1,4,"local half-defense full rerun: same defense type inherited ratio from visible-75-8110675527789273;visible-75-8130675527791587;visible-75-8170675527794372;visible-75-8190675527795636;visible-76-1038675671970511; baseline attack=160; local policy, not an original-server Attack claim",3220685759639165;3218685759638239
149,黄风寨_4,3220685759639165,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=174.000; baseline attack=168; local policy, not an original-server Attack claim",3220685759639165;3218685759638239
150,黄风寨_5,7626685662869779,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,132,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=132.000; baseline attack=128; local policy, not an original-server Attack claim",7628685662869126;7626685662869779;7632685662871580
150,黄风寨_5,7628685662869126,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,132,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=132.000; baseline attack=128; local policy, not an original-server Attack claim",7628685662869126;7626685662869779;7632685662871580
150,黄风寨_5,7630685662870286,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim",
150,黄风寨_5,7632685662871580,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim",7628685662869126;7626685662869779;7632685662871580
150,黄风寨_5,7634685662872533,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim",
150,黄风寨_5,7636685662872653,蛮族战士,monstermap/barbarianfighter.swf,16,战士,600,250,130,175,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=1, resolved p50=175.000; baseline attack=169; local policy, not an original-server Attack claim",
151,黄风寨_6,3479685591196972,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim",
151,黄风寨_6,3481685591197274,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim",
151,黄风寨_6,3483685591198699,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-149-3214685759637760;visible-149-3216685759637116;visible-149-3220685759639165;visible-150-7626685662869779;visible-150-7628685662869126; baseline attack=168; local policy, not an original-server Attack claim",
151,黄风寨_6,3485685591198493,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-149-3214685759637760;visible-149-3216685759637116;visible-149-3220685759639165;visible-150-7626685662869779;visible-150-7628685662869126; baseline attack=168; local policy, not an original-server Attack claim",
152,黄风寨_7,2200685534047114,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim",
152,黄风寨_7,2400685534048391,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim",
152,黄风寨_7,2600685534049446,蛮族刀客,monstermap/barbarianweapons.swf,14,战士,550,280,130,155,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-148-1060685893848234;visible-148-1062685893848980;visible-148-1068685893850410;visible-148-1070685893851339;visible-149-3206685759634939; baseline attack=149; local policy, not an original-server Attack claim",2600685534049446;3000685534050820;2800685534050729
152,黄风寨_7,2800685534050729,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-149-3214685759637760;visible-149-3216685759637116;visible-149-3220685759639165;visible-150-7626685662869779;visible-150-7628685662869126; baseline attack=168; local policy, not an original-server Attack claim",2600685534049446;3000685534050820;2800685534050729
152,黄风寨_7,3000685534050820,蛮族弓手,monstermap/barbarianbowman.swf,15,游侠,530,364,130,174,0,普通攻击,physical,1,4,"local half-defense full rerun: same monster family inherited ratio from visible-149-3214685759637760;visible-149-3216685759637116;visible-149-3220685759639165;visible-150-7626685662869779;visible-150-7628685662869126; baseline attack=168; local policy, not an original-server Attack claim",2600685534049446;3000685534050820;2800685534050729
153,黄风寨_8,7486686002236449,蛮族弓手,monstermap/barbarianbowman.swf,16,游侠,560,360,130,149,0,普通攻击,physical,1,4,"local half-defense full rerun: strict normal half-defense n=4, resolved p50=149.000; baseline attack=144; local policy, not an original-server Attack claim",7486686002236449;7488686002237979
