actor_key,label,duration_ms,travel_ms,reaction_ms,source_sha256
monsterbox/barbarianbowman.swf,beAttack_0,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,beAttack_1,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,move,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,back,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,loadact,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,useItem,1000,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,duck,322,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,def,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,fall,536,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,yun,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,playit,179,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,die,536,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,nomalAtk,1679,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,escapeReady,215,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianbowman.swf,escapeSuccess,608,430,536,ff5bb790c081d8732c0f94ff0cce2e0181c55884effd438331f2b84762d8928d
monsterbox/barbarianfighter.swf,battleStand,1643,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,beAttack_0,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,beAttack_1,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,move,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,back,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,loadact,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,useItem,1000,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,duck,322,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,def,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,fall,465,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,yun,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,playit,179,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,die,465,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,nomalAtk,2572,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,escapeReady,215,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianfighter.swf,escapeSuccess,608,430,465,06ef773962f79d037ce2ad62fb0c2507b121b927400ea29628b58e0da03b0a62
monsterbox/barbarianweapons.swf,battleStand,1393,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,beAttack_0,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,beAttack_1,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,move,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,back,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,loadact,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,useItem,1000,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,duck,322,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,def,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,fall,536,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,yun,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,playit,179,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,die,536,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,nomalAtk,1358,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,escapeReady,215,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/barbarianweapons.swf,escapeSuccess,608,430,536,8c2f90be2dafbcc099b58534e4a399a720f62519b8b30e33c5a57bad9087923c
monsterbox/baimagicrock.swf,battleStand,858,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,beAttack_0,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,beAttack_1,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,move,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,back,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,loadact,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,useItem,1000,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,duck,322,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,def,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,fall,465,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,throw,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,yun,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,playit,179,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,die,465,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,nomalAtk,1572,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,escapeReady,215,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/baimagicrock.swf,escapeSuccess,608,430,465,005ebfe3b7e3837176fbeaa1425e4984608a05638722c0d938f8644461148264
monsterbox/bambooboy.swf,battleStand,1215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,beAttack_0,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,beAttack_1,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,move,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,back,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,loadact,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,useItem,1000,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,duck,322,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,def,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,fall,465,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,throw,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,yun,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,playit,179,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,die,465,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,nomalAtk,1393,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,escapeReady,215,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bambooboy.swf,escapeSuccess,608,430,465,7a425153bccf75f626e844247cf9ff53715e78ac1dea894cdf105c5d893d489e
monsterbox/bigswordwolf.swf,battleStand,1572,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,beAttack_0,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,beAttack_1,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,move,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,back,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,loadact,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,useItem,1000,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,duck,322,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,def,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,fall,786,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,throw,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,yun,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,playit,179,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,die,786,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,nomalAtk,2000,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,escapeReady,215,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/bigswordwolf.swf,escapeSuccess,608,430,786,900fa1449cab39379450efb890a0b978c221f2b44eccf4fe025d31a6f069644b
monsterbox/blackshadow.swf,battleStand,1072,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,beAttack_0,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,beAttack_1,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,move,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,back,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,loadact,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,useItem,1000,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,duck,322,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,def,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,fall,608,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,yun,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,playit,179,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,die,786,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,nomalAtk,1143,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,escapeReady,215,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/blackshadow.swf,escapeSuccess,608,430,786,d62126c65391d6829c9ac9ac5d5af9d0ae060aebf50de8abc28888a70dfc97e7
monsterbox/bluemagicrock.swf,battleStand,1000,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,beAttack_0,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,beAttack_1,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,move,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,back,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,loadact,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,useItem,1034,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,duck,300,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,def,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,fall,434,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,throw,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,yun,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,playit,167,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,die,434,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,nomalAtk,1034,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,escapeReady,200,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/bluemagicrock.swf,escapeSuccess,567,400,434,9c95ce888d5f596f291421f07ce2d12ebf9ba54de1061d61aef50d1b26a358d6
monsterbox/boobomb.swf,battleStand,572,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,beAttack_0,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,beAttack_1,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,move,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,back,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,loadact,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,useItem,1000,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,duck,322,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,def,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,fall,536,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,throw,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,yun,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,playit,179,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,die,536,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,nomalAtk,1608,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,escapeReady,215,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/boobomb.swf,escapeSuccess,608,430,536,a9b6a74d064d49eb8f857362c9f05092e67dd422c10129218b4cb0fa5953fb59
monsterbox/bomepig.swf,battleStand,893,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,beAttack_0,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,beAttack_1,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,move,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,back,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,loadact,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,useItem,1000,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,duck,322,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,def,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,fall,393,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,throw,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,yun,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,playit,179,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,die,393,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,nomalAtk,1072,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,escapeReady,215,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/bomepig.swf,escapeSuccess,608,430,393,e3b6794ac8964b9003c6695a627ae7671f238e370d7dd7daeb8b6c1c47f468bb
monsterbox/chiluking.swf,battleStand,1072,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,beAttack_0,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,beAttack_1,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,move,465,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,back,465,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,loadact,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,useItem,1000,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,duck,322,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,def,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,fall,608,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,throw,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,yun,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,playit,179,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,die,786,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,nomalAtk,1000,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,escapeReady,215,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/chiluking.swf,escapeSuccess,608,930,786,5e68deacd2ccd503db22dbaba66d8f707b90ba8c35c947c7ecb5f8ff9043ace1
monsterbox/dhwarrior.swf,battleStand,2786,72,536,7067a75b3af542b74f3e1ab7c2758dc7f50f93df27f65b2f13c0ce98b716ed84
monsterbox/dhwarrior.swf,beAttack_0,215,72,536,7067a75b3af542b74f3e1ab7c2758dc7f50f93df27f65b2f13c0ce98b716ed84
monsterbox/dhwarrior.swf,beAttack_1,215,72,536,7067a75b3af542b74f3e1ab7c2758dc7f50f93df27f65b2f13c0ce98b716ed84
monsterbox/dhwarrior.swf,move,36,72,536,7067a75b3af542b74f3e1ab7c2758dc7f50f93df27f65b2f13c0ce98b716ed84
