"status","confidence","icon","name","item_type","category","max_stack","asset_family","price","description","evidence_sources","notes","quality_color","quality_color_evidence","required_level","required_vocation","required_prestige","required_crime","socket_capacity","phy_atk","mgc_atk","phy_def","mgc_def","max_hp","max_mp","hit","dodge","crit","move","strength","intelligence","agility","constitution","luck","captured_instance_attributes","captured_instance_bonus_attributes","special_effects","refinement_rules","property_parse_status","restore_hp","restore_mp","max_socket_count","captured_socket_count","equipment_attributes","refinement_steps","equipment_effect_text","refinement_parse_status","runtime_availability","captured_metadata","sell_price","equipment_notice","equipment_subtype","flavor_text"
"packet_confirmed","high","32.png","飞佐钢剑","equip","武器·单剑系","1","sitem_jwep","50","f_i_飞佐钢剑^ffffff&23@凿孔上限 9 格&24@武器·单剑系&25@1&21@10&22@战士&1@34&16@1&27@sitem_jwep&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","战士","","","","34","","","","","","","","","","","","","1","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""34"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""16"",""name"":""耐力"",""value"":""1"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""sale""],""icons"":[""32.png""],""equipmentSlots"":[],""refinementLevels"":[],""itemLevels"":[1],""descriptionVariants"":2,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13844,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","33.png","兽骨棍","equip","武器·棍系","1","sitem_wood","50","f_i_兽骨棍^ffffff&23@凿孔上限 9 格&24@武器·棍系&25@1&21@10&22@战士&1@36&9@12&27@sitem_wood&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","战士","","","","36","","","","","","12","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""36"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""12"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""33.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13845,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","34.png","猪牙钢刀","equip","武器·单刀系","1","sitem_jhj","50","f_i_猪牙钢刀^ffffff&23@凿孔上限 9 格&24@武器·单刀系&25@1&21@10&22@战士&1@38&27@sitem_jhj&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@50&18@1","packet:role_item+packet:sale","","ffffff","source_default_white","10","战士","","","","38","","","","","","","","","","","","","","","{""socket_capacity"":""1""}","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static_with_captured_instance","","","9","1","[{""code"":""1"",""name"":""物理攻击"",""value"":""38"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""34.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":7,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13846,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","35.png","兽骨弓","equip","武器·弓系","1","sitem_wood","50","f_i_兽骨弓^ffffff&23@凿孔上限 9 格&24@武器·弓系&25@1&21@10&22@游侠&1@34&9@10&27@sitem_wood&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","游侠","","","","34","","","","","","10","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""34"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""10"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""35.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13847,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","36.png","飞艳匕首","equip","武器·匕首系","1","sitem_jwep","50","f_i_飞艳匕首^ffffff&23@凿孔上限 9 格&24@武器·匕首系&25@1&21@10&22@游侠&1@33&11@15&27@sitem_jwep&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","游侠","","","","33","","","","","","","","15","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""33"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""11"",""name"":""爆击"",""value"":""15"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""36.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":4,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13848,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","37.png","铁拳套","equip","武器·拳套系","1","sitem_jhj","50","f_i_铁拳套^ffffff&23@凿孔上限 9 格&24@武器·拳套系&25@1&21@10&22@游侠&1@36&3@1&27@sitem_jhj&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 物理攻击+1&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","游侠","","","","36","","1","","","","","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 物理攻击+1","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""36"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""3"",""name"":""物理防御"",""value"":""1"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":1,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+1""}]","","parsed","","{""profiles"":[""desktop""],""contexts"":[""sale""],""icons"":[""37.png""],""equipmentSlots"":[],""refinementLevels"":[],""itemLevels"":[1],""descriptionVariants"":1,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13849,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","38.png","圣羽法杖","equip","武器·法杖系","1","sitem_wood","50","f_i_圣羽法杖^ffffff&23@凿孔上限 9 格&24@武器·法杖系&25@1&21@10&22@术士&1@20&2@37&27@sitem_wood&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 魔法攻击+2&103@0&104@0&105@&107@&108@50","packet:sale+packet:role_item","","ffffff","source_default_white","10","术士","","","","20","37","","","","","","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 魔法攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""20"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""2"",""name"":""魔法攻击"",""value"":""37"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""2"",""name"":""魔法攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 魔法攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""38.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":4,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":13850,""command"":50024},""iconConflict"":false}","50","凿孔上限 9 格","",""
"packet_confirmed","high","39.png","银元宝","own","材料 消耗品","9999","sitem_jhj","","游戏中的货币","packet:reward_markup+packet:role_item","","c156c7","captured:D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260516_195530_704_conn_0002/server-to-client.bin","","","","","","","","","","","","","","","","","","","","","","","","","not_equipment","","","","","","","","","","","","","",""
"packet_confirmed","high","40.png","蛮力钢剑","equip","武器·单剑系","1","sitem_jwep","130","f_i_蛮力钢剑^ffffff&23@凿孔上限 9 格&24@武器·单剑系&25@1&21@20&22@战士&1@52&16@2&27@sitem_jwep&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@130","packet:sale+packet:role_item","","ffffff","source_default_white","20","战士","","","","52","","","","","","","","","","","","","2","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""52"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""16"",""name"":""耐力"",""value"":""2"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""sale""],""icons"":[""40.png""],""equipmentSlots"":[],""refinementLevels"":[],""itemLevels"":[1],""descriptionVariants"":2,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1145,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
"packet_confirmed","high","41.png","逆天棍","equip","武器·棍系","1","sitem_wood","130","f_i_逆天棍^ffffff&23@凿孔上限 9 格&24@武器·棍系&25@1&21@20&22@战士&1@52&9@15&27@sitem_wood&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@130","packet:sale+packet:role_item","","ffffff","source_default_white","20","战士","","","","52","","","","","","15","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""52"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""15"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""41.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1146,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
"packet_confirmed","high","42.png","刎刀","equip","武器·单刀系","1","sitem_jwep","130","f_i_刎刀^ffffff&23@凿孔上限 9 格&24@武器·单刀系&25@1&21@20&22@战士&1@55&27@sitem_jwep&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@130&18@1","packet:role_item+packet:sale","","ffffff","source_default_white","20","战士","","","","55","","","","","","","","","","","","","","","{""socket_capacity"":""1""}","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static_with_captured_instance","","","9","1","[{""code"":""1"",""name"":""物理攻击"",""value"":""55"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""42.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":4,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1147,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
"packet_confirmed","high","43.png","威武弓","equip","武器·弓系","1","sitem_wood","130","f_i_威武弓^ffffff&23@凿孔上限 9 格&24@武器·弓系&25@1&21@20&22@游侠&1@50&9@15&27@sitem_wood&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2&103@0&104@0&105@&107@&108@130","packet:sale+packet:role_item","","ffffff","source_default_white","20","游侠","","","","50","","","","","","15","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""50"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""9"",""name"":""命中"",""value"":""15"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""43.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1148,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
"packet_confirmed","high","44.png","牙刺","equip","武器·匕首系","1","sitem_jwep","130","f_i_牙刺^ffffff&23@凿孔上限 9 格&24@武器·匕首系&25@1&21@20&22@游侠&1@46&11@25&27@sitem_jwep&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2
<font color='#00cc00'>特殊效果:
击中敌人时有1%的机率造成外伤3回合(每回合减少对手的气力为物理攻击的5%~10%)</font>&103@0&104@0&105@&107@&108@130","packet:sale+packet:role_item","","ffffff","source_default_white","20","游侠","","","","46","","","","","","","","25","","","","","","","","","击中敌人时有1%的机率造成外伤3回合(每回合减少对手的气力为物理攻击的5%~10%)","精炼潜质:
[精炼+1] 每升一级 物理攻击+2
<font color='#00cc00'>特殊效果:
击中敌人时有1%的机率造成外伤3回合(每回合减少对手的气力为物理攻击的5%~10%)</font>","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""46"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""11"",""name"":""爆击"",""value"":""25"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""}]","特殊效果:
击中敌人时有1%的机率造成外伤3回合(每回合减少对手的气力为物理攻击的5%~10%)","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""44.png""],""equipmentSlots"":[""3""],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1149,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
"packet_confirmed","high","45.png","天极拳套","equip","武器·拳套系","1","sitem_piput","130","f_i_天极拳套^ffffff&23@凿孔上限 9 格&24@武器·拳套系&25@1&21@20&22@游侠&1@52&3@2&27@sitem_piput&19@精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 物理防御+1&103@0&104@0&105@&107@&108@130","packet:sale+packet:role_item","","ffffff","source_default_white","20","游侠","","","","52","","2","","","","","","","","","","","","","","","","精炼潜质:
[精炼+1] 每升一级 物理攻击+2
[精炼+1] 每升一级 物理防御+1","template_static","","","9","","[{""code"":""1"",""name"":""物理攻击"",""value"":""52"",""unit"":""flat"",""capturedBonus"":""""},{""code"":""3"",""name"":""物理防御"",""value"":""2"",""unit"":""flat"",""capturedBonus"":""""}]","[{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""1"",""name"":""物理攻击"",""amount"":2,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理攻击+2""},{""level"":1,""syntax"":""classic"",""kind"":""per_level"",""effects"":[{""code"":""3"",""name"":""物理防御"",""amount"":1,""unit"":""flat""}],""sourceText"":""[精炼+1] 每升一级 物理防御+1""}]","","parsed","","{""profiles"":[""desktop"",""web""],""contexts"":[""role_item"",""sale""],""icons"":[""45.png""],""equipmentSlots"":[],""refinementLevels"":[0],""itemLevels"":[1],""descriptionVariants"":3,""exampleSource"":{""file"":""D:/yzhgame/WOCClient/tmp/woc-proxy-captures/20260524_113450_799_conn_0002/server-to-client.bin"",""sha256"":""1cbab96bf4a2f281d5cf071bf71b24938bb940fffeabfd86f5bcf9de83e30370"",""packet"":1150,""command"":50024},""iconConflict"":false}","130","凿孔上限 9 格","",""
